hold_mean,hold_std,hold_min,hold_max,flight_mean,flight_std,flight_min,flight_max,digraph_mean,digraph_std,digraph_min,digraph_max,total_time_ms,wpm,backspace_rate,keystroke_count,user_id,session_type
129.29530196773197,21.205367149047717,94.02000000000044,186.63999999999945,100.7513957148196,21.586173154541992,57.5099999999984,147.12299217247255,229.60727272727271,28.738351137795284,151.60000000000036,283.58,10251.35,51.50541148239012,0.0222222222222222,45,user_05,free_text
146.49368779868882,35.30239662717408,55.159999999999854,233.0699999999997,133.4210384453374,37.96218184920486,60.332934184324586,225.2659585713336,279.9214,51.47871264147839,188.2299999999996,405.1859585713337,14142.23,40.72907879450412,0.0588235294117647,51,user_07,free_text
153.9827272727273,28.099061482518312,121.09000000000005,216.46000000000004,139.57999999999998,42.10749838211716,83.44999999999999,222.48999999999995,287.315,40.5737208670834,223.07,350.30999999999995,3089.61,42.72383893112723,0.0,11,user_07,static
79.08090909090907,7.307170145630267,62.29999999999996,89.59000000000003,70.56900000000002,9.599135846522843,54.88,80.78999999999996,148.878,12.999775228826053,130.58000000000015,170.38,1575.58,83.77867198111173,0.0,11,user_06,static
94.67249999999996,15.115347402006147,60.77999999999975,134.2199999999998,80.13638297872345,16.845070549296448,50.61999999999989,124.46000000000004,174.6810638297872,23.48210402639777,130.5099999999993,226.3100000000004,8310.69,69.30832457954754,0.0,48,user_04,free_text
77.76272727272728,9.457262808799952,61.87999999999988,92.26,62.866,10.00345860190362,50.01999999999998,80.14999999999998,140.107,14.70924882514398,114.31000000000006,165.27999999999997,1484.05,88.94579023617804,0.0,11,user_06,static
72.25181818181818,6.288388748944463,63.5,85.22000000000003,67.102,9.832623047793511,53.83000000000004,84.29,138.057,12.090259757341869,120.77999999999996,163.49,1465.79,90.05382762878722,0.0,11,user_06,static
131.35786525952605,25.094935536031173,60.27000000000044,198.51999999999956,107.47276716163032,29.054425576491845,59.5,163.9900000000007,239.2717142857143,40.635184300341706,126.91000000000076,329.68000000000006,8490.43,49.46745924529146,0.0277777777777777,36,user_05,free_text
98.85505320910882,17.713572684198326,59.51999999999998,139.57999999999993,88.38816783068874,20.329209792638377,43.95000000000027,130.48000000000002,187.66822222222223,30.16532345283941,125.30999999999996,250.90000000000003,8524.8,61.93693693693695,0.0434782608695652,46,user_08,free_text
117.17636363636366,21.060736097265885,74.76999999999998,142.22000000000003,109.64199999999998,15.115745962406187,82.40000000000009,134.0999999999999,226.384,25.184409145342272,164.46000000000004,253.76,2385.36,55.33755911057451,0.0,11,user_01,static
101.15485714285713,18.57821171948143,39.57000000000005,132.10999999999967,82.59088235294122,21.514757912767223,42.70999999999992,119.26999999999953,183.53764705882352,29.05337148187228,124.59000000000005,226.0300000000002,6348.51,66.15725579702953,0.0,35,user_08,free_text
103.41000000000004,12.642117198979308,85.72000000000003,128.24,109.804,14.60350519567138,80.40999999999997,136.4000000000001,211.666,18.096311889443115,166.13,241.63,2235.55,59.04587238039856,0.0,11,abhishek_roy,static
75.22818181818182,10.541660054005458,56.16000000000008,92.56,67.309,7.660343921783151,53.01999999999998,78.01999999999998,141.457,9.200285919470089,125.42000000000009,154.5,1500.6,87.96481407437027,0.0,11,user_06,static
90.5983163782396,14.279429040497888,45.82999999999993,115.27750253373756,76.74401036388042,17.29976673979191,37.59999999999991,129.72999999999956,167.49958333333333,22.59122204737052,106.41999999999985,221.0800000000004,8123.03,70.90950051889503,0.0204081632653061,49,user_09,free_text
92.43090909090904,16.02893829328436,74.63999999999987,126.83999999999992,72.23700000000004,16.526002571704986,50.22000000000003,98.19000000000004,166.447,28.967568089157925,127.31000000000006,216.51,1739.11,75.90089183547907,0.0,11,user_09,static
102.89723324756056,15.703175869385545,62.21000000000004,139.69000000000003,86.52913151679483,16.474048037229732,54.809999999999945,133.02999999999997,188.42257142857144,19.414340392712656,142.92000000000007,242.5999999999999,6732.82,62.380993402467325,0.0277777777777777,36,user_08,free_text
